"","Atrophy","Cog","DX","MedPath","Paths","Sig","LCI","UCI","mean","se"
"389","Atrophy_LateralTemporal","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000246,0.000444,4.4e-05,0.000164
"390","Atrophy_LateralTemporal","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.00096,0.000281,-0.000233,0.000312
"391","Atrophy_LateralTemporal","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001231,0.001139,5.7e-05,0.000605
"392","Atrophy_LateralTemporal","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000365,0.000418,3.4e-05,0.000192
"393","Atrophy_MediatTemporal","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000294,4.7e-05,-7.2e-05,8.7e-05
"394","Atrophy_MediatTemporal","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000111,0.000644,0.000238,0.000189
"395","Atrophy_MediatTemporal","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000303,0.00101,0.000336,0.000332
"396","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-6.1e-05,0.000351,0.000137,0.000105
"397","Atrophy_MediatTemporal","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000246,0.000423,3.8e-05,0.000156
"398","Atrophy_MediatTemporal","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001073,0.000223,-0.000314,0.000335
"399","Atrophy_MediatTemporal","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000975,0.001337,0.000299,0.000598
"400","Atrophy_MediatTemporal","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000357,0.000424,5e-05,0.000197
"401","Atrophy_ParahippoGyrus","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000289,5.1e-05,-6.8e-05,8.5e-05
"402","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-6.9e-05,0.000647,0.000253,0.000178
"403","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000326,0.000996,0.000296,0.000326
"404","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-5.2e-05,0.000341,0.000134,0.000103
"405","Atrophy_ParahippoGyrus","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000285,0.000417,3e-05,0.000159
"406","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000842,0.000311,-0.000187,0.000303
"407","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000988,0.001203,0.000148,0.000567
"408","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000357,0.00042,4.8e-05,0.000194
"409","Atrophy_PostCingulate","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.00031,4.7e-05,-7.4e-05,9e-05
"410","Atrophy_PostCingulate","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","1",2.1e-05,0.000702,0.000328,0.000179
"411","Atrophy_PostCingulate","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000175,0.001172,0.000446,0.000337
"412","Atrophy_PostCingulate","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","1",4.2e-05,0.000453,0.000235,0.000108
"413","Atrophy_PostCingulate","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000253,0.000453,4.5e-05,0.000165
"414","Atrophy_PostCingulate","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000868,0.000339,-0.000155,0.000311
"415","Atrophy_PostCingulate","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.00097,0.001095,9.7e-05,0.000541
"416","Atrophy_PostCingulate","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000287,0.000481,0.00012,0.000189
"417","Atrophy_SLF_PT","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000289,6.2e-05,-6.5e-05,8.8e-05
"418","Atrophy_SLF_PT","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-3.9e-05,0.000682,0.000287,0.000181
"419","Atrophy_SLF_PT","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000208,0.001138,0.000427,0.000333
"420","Atrophy_SLF_PT","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-8e-06,0.000384,0.000178,0.000102
"421","Atrophy_SLF_PT","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.00025,0.000435,4.2e-05,0.000163
"422","Atrophy_SLF_PT","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000903,0.000329,-0.000179,0.000314
"423","Atrophy_SLF_PT","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000952,0.001197,0.000166,0.000547
"424","Atrophy_SLF_PT","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000314,0.000431,7.2e-05,0.000189
"425","Atrophy_Splenium","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.00029,4.8e-05,-6.8e-05,8.9e-05
"426","Atrophy_Splenium","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","1",2.4e-05,0.000705,0.000326,0.000176
"427","Atrophy_Splenium","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000136,0.001243,0.000501,0.000351
"428","Atrophy_Splenium","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","1",1.8e-05,0.000405,0.000203,0.000103
"429","Atrophy_Splenium","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.00028,0.000457,4.1e-05,0.00017
"430","Atrophy_Splenium","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000898,0.000367,-0.000158,0.000314
"431","Atrophy_Splenium","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001136,0.000657,-0.000153,0.000465
"432","Atrophy_Splenium","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000315,0.000418,7.5e-05,0.000185
"433","Atrophy_Thalamus","ADNI_MEM","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000299,4.6e-05,-7e-05,8.8e-05
"434","Atrophy_Thalamus","ADNI_MEM","EMCI","ab2","B1 = Abeta to Tau to Cog","1",1.4e-05,0.000725,0.000329,0.00018
"435","Atrophy_Thalamus","ADNI_MEM","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.00026,0.001147,0.000398,0.00035
"436","Atrophy_Thalamus","ADNI_MEM","TOTAL","ab2","B1 = Abeta to Tau to Cog","1",1.2e-05,0.000412,0.000207,0.000105
"437","Atrophy_Thalamus","ADNI_EF","NL","ab2","B1 = Abeta to Tau to Cog","0",-0.000249,0.000447,4.6e-05,0.000165
"438","Atrophy_Thalamus","ADNI_EF","EMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.000866,0.000381,-0.00015,0.000311
"439","Atrophy_Thalamus","ADNI_EF","LMCI","ab2","B1 = Abeta to Tau to Cog","0",-0.001156,0.001042,4e-05,0.000556
"440","Atrophy_Thalamus","ADNI_EF","TOTAL","ab2","B1 = Abeta to Tau to Cog","0",-0.000292,0.000471,0.000109,0.000191
"441","Atrophy_Amygdala","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.4e-05,3.7e-05,4e-06,1.5e-05
"442","Atrophy_Amygdala","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.5e-05,0.000194,5.1e-05,6e-05
"443","Atrophy_Amygdala","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.2e-05,0.000692,0.000272,0.000169
"444","Atrophy_Amygdala","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",5e-05,0.000224,0.000129,4.4e-05
"445","Atrophy_Amygdala","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3e-05,8.8e-05,1.3e-05,2.8e-05
"446","Atrophy_Amygdala","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-5.1e-05,0.000389,9.2e-05,0.000115
"447","Atrophy_Amygdala","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-9.6e-05,0.000835,0.00026,0.000228
"448","Atrophy_Amygdala","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1e-05,0.00024,0.000109,5.8e-05
"449","Atrophy_Entorhinal","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.3e-05,2.7e-05,0,1.3e-05
"450","Atrophy_Entorhinal","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.7e-05,0.000214,5.8e-05,6.6e-05
"451","Atrophy_Entorhinal","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-6.3e-05,0.000439,0.000128,0.000129
"452","Atrophy_Entorhinal","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.5e-05,0.00014,7e-05,3.3e-05
"453","Atrophy_Entorhinal","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-5.5e-05,4.8e-05,-3e-06,2.7e-05
"454","Atrophy_Entorhinal","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-8e-06,0.000522,0.000186,0.000143
"455","Atrophy_Entorhinal","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-7.6e-05,0.000492,0.00011,0.000146
"456","Atrophy_Entorhinal","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.2e-05,0.000172,7.8e-05,4.1e-05
"457","Atrophy_Hippocampus","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.5e-05,3.2e-05,1e-06,1.4e-05
"458","Atrophy_Hippocampus","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-6.8e-05,0.000174,4.3e-05,6.3e-05
"459","Atrophy_Hippocampus","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.6e-05,0.000499,0.000165,0.000137
"460","Atrophy_Hippocampus","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.9e-05,0.000166,8.6e-05,3.9e-05
"461","Atrophy_Hippocampus","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3.4e-05,4.1e-05,2e-06,1.7e-05
"462","Atrophy_Hippocampus","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-9.1e-05,0.000233,4.4e-05,7.8e-05
"463","Atrophy_Hippocampus","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000293,0.000337,2.6e-05,0.000145
"464","Atrophy_Hippocampus","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2e-05,0.000123,3.9e-05,3.6e-05
"465","Atrophy_Insula","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.2e-05,2.1e-05,0,1e-05
"466","Atrophy_Insula","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.1e-05,5.4e-05,3e-06,2.1e-05
"467","Atrophy_Insula","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000248,0.000337,3.7e-05,0.000147
"468","Atrophy_Insula","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.3e-05,5.3e-05,1.5e-05,1.7e-05
"469","Atrophy_Insula","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.8e-05,5e-05,5e-06,1.7e-05
"470","Atrophy_Insula","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-5.1e-05,6.6e-05,2e-06,3e-05
"471","Atrophy_Insula","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000108,0.000865,0.000303,0.000249
"472","Atrophy_Insula","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.9e-05,8.2e-05,2.3e-05,2.6e-05
"473","Atrophy_LateralTemporal","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3.1e-05,9e-06,-3e-06,1e-05
"474","Atrophy_LateralTemporal","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.2e-05,0.000358,0.000144,9.2e-05
"475","Atrophy_LateralTemporal","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",4.9e-05,0.00081,0.000382,0.000198
"476","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",6.4e-05,0.000274,0.000159,5.4e-05
"477","Atrophy_LateralTemporal","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.9e-05,2.8e-05,-1e-06,1.3e-05
"478","Atrophy_LateralTemporal","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.1e-05,0.000293,8.1e-05,8.7e-05
"479","Atrophy_LateralTemporal","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.8e-05,0.001171,0.000473,0.00031
"480","Atrophy_LateralTemporal","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",2.6e-05,0.000279,0.000133,6.7e-05
"481","Atrophy_MediatTemporal","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.9e-05,2.6e-05,1e-06,1.2e-05
"482","Atrophy_MediatTemporal","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.9e-05,0.000268,9e-05,7.4e-05
"483","Atrophy_MediatTemporal","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",2.1e-05,0.000529,0.000222,0.000134
"484","Atrophy_MediatTemporal","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",4.3e-05,0.000193,0.000113,3.9e-05
"485","Atrophy_MediatTemporal","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.5e-05,6.9e-05,5e-06,2.7e-05
"486","Atrophy_MediatTemporal","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.8e-05,0.000529,0.000162,0.000142
"487","Atrophy_MediatTemporal","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-7e-06,0.000703,0.000241,0.000184
"488","Atrophy_MediatTemporal","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",3.5e-05,0.000237,0.000118,5.1e-05
"489","Atrophy_ParahippoGyrus","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3e-05,1.7e-05,-2e-06,1.1e-05
"490","Atrophy_ParahippoGyrus","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.8e-05,0.000239,7.5e-05,6.6e-05
"491","Atrophy_ParahippoGyrus","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",4.4e-05,0.000571,0.000261,0.00014
"492","Atrophy_ParahippoGyrus","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",4.7e-05,0.000201,0.000116,4.1e-05
"493","Atrophy_ParahippoGyrus","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.2e-05,7.6e-05,1.3e-05,2.5e-05
"494","Atrophy_ParahippoGyrus","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000101,0.000213,3.5e-05,8.2e-05
"495","Atrophy_ParahippoGyrus","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",5.4e-05,0.000896,0.000367,0.000214
"496","Atrophy_ParahippoGyrus","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",2.8e-05,0.000236,0.000115,5.5e-05
"497","Atrophy_PostCingulate","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.4e-05,3e-05,4e-06,1.2e-05
"498","Atrophy_PostCingulate","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-5.7e-05,6.3e-05,1e-06,3e-05
"499","Atrophy_PostCingulate","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000113,0.000415,0.000113,0.000131
"500","Atrophy_PostCingulate","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.6e-05,5.7e-05,1.5e-05,1.9e-05
"501","Atrophy_PostCingulate","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.2e-05,3.7e-05,-2e-06,1.8e-05
"502","Atrophy_PostCingulate","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-7.1e-05,1e-04,4e-06,3.9e-05
"503","Atrophy_PostCingulate","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-1.7e-05,0.001134,0.00044,0.000312
"504","Atrophy_PostCingulate","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3e-06,0.000134,4.6e-05,3.6e-05
"505","Atrophy_SLF_PT","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3.9e-05,1e-05,-5e-06,1.3e-05
"506","Atrophy_SLF_PT","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.6e-05,0.00016,4.2e-05,5.3e-05
"507","Atrophy_SLF_PT","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-7.7e-05,0.000436,0.000129,0.000131
"508","Atrophy_SLF_PT","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.6e-05,0.00015,7.2e-05,3.5e-05
"509","Atrophy_SLF_PT","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.4e-05,4.1e-05,1e-06,1.9e-05
"510","Atrophy_SLF_PT","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-5.5e-05,0.000176,2.8e-05,5.7e-05
"511","Atrophy_SLF_PT","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3.4e-05,0.000983,0.000345,0.000267
"512","Atrophy_SLF_PT","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",1.3e-05,0.000211,9.2e-05,5.2e-05
"513","Atrophy_Splenium","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3.7e-05,2.5e-05,-2e-06,1.4e-05
"514","Atrophy_Splenium","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-6.5e-05,6.7e-05,3e-06,3.2e-05
"515","Atrophy_Splenium","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000266,0.000409,5.8e-05,0.000163
"516","Atrophy_Splenium","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",3e-06,0.000114,4.7e-05,2.9e-05
"517","Atrophy_Splenium","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-4.6e-05,5.3e-05,2e-06,2.5e-05
"518","Atrophy_Splenium","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-6.1e-05,9.4e-05,6e-06,3.8e-05
"519","Atrophy_Splenium","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",0.000151,0.001525,0.000691,0.000357
"520","Atrophy_Splenium","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",7e-06,0.00023,9.3e-05,5.8e-05
"521","Atrophy_Thalamus","ADNI_MEM","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-2.4e-05,1.9e-05,0,1e-05
"522","Atrophy_Thalamus","ADNI_MEM","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-7.4e-05,8.4e-05,1e-06,3.9e-05
"523","Atrophy_Thalamus","ADNI_MEM","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-0.000131,0.000516,0.00016,0.000159
"524","Atrophy_Thalamus","ADNI_MEM","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",4e-06,0.000101,4.4e-05,2.6e-05
"525","Atrophy_Thalamus","ADNI_EF","NL","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-3.5e-05,2.6e-05,-3e-06,1.5e-05
"526","Atrophy_Thalamus","ADNI_EF","EMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","0",-8.5e-05,6.7e-05,-1e-06,3.6e-05
"527","Atrophy_Thalamus","ADNI_EF","LMCI","abc","B2 = Abeta to Tau to Atrophy to Cog","1",0.000103,0.001151,0.000516,0.000277
"528","Atrophy_Thalamus","ADNI_EF","TOTAL","abc","B2 = Abeta to Tau to Atrophy to Cog","1",5e-06,0.000148,6e-05,3.7e-05
"529","Atrophy_Amygdala","ADNI_MEM","NL","b","Tau to Atrophy","0",-0.000156,3.6e-05,-5.5e-05,5e-05
"530","Atrophy_Amygdala","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-0.000162,3.8e-05,-7.1e-05,5.1e-05
"531","Atrophy_Amygdala","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.00032,-6e-05,-0.000171,6.5e-05
"532","Atrophy_Amygdala","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000181,-7e-05,-0.000123,2.9e-05
"533","Atrophy_Amygdala","ADNI_EF","NL","b","Tau to Atrophy","0",-0.000156,3.6e-05,-5.5e-05,5e-05
"534","Atrophy_Amygdala","ADNI_EF","EMCI","b","Tau to Atrophy","0",-0.000162,3.8e-05,-7.1e-05,5.1e-05
"535","Atrophy_Amygdala","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.00032,-6e-05,-0.000171,6.5e-05
"536","Atrophy_Amygdala","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000181,-7e-05,-0.000123,2.9e-05
"537","Atrophy_Entorhinal","ADNI_MEM","NL","b","Tau to Atrophy","0",-0.000136,0.000155,1.7e-05,7.2e-05
"538","Atrophy_Entorhinal","ADNI_MEM","EMCI","b","Tau to Atrophy","1",-0.000244,-5e-06,-0.00013,6e-05
"539","Atrophy_Entorhinal","ADNI_MEM","LMCI","b","Tau to Atrophy","0",-0.000265,4.4e-05,-9.1e-05,7.9e-05
"540","Atrophy_Entorhinal","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000174,-2.3e-05,-9.8e-05,3.8e-05
"541","Atrophy_Entorhinal","ADNI_EF","NL","b","Tau to Atrophy","0",-0.000136,0.000155,1.7e-05,7.2e-05
"542","Atrophy_Entorhinal","ADNI_EF","EMCI","b","Tau to Atrophy","1",-0.000244,-5e-06,-0.00013,6e-05
"543","Atrophy_Entorhinal","ADNI_EF","LMCI","b","Tau to Atrophy","0",-0.000265,4.4e-05,-9.1e-05,7.9e-05
"544","Atrophy_Entorhinal","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000174,-2.3e-05,-9.8e-05,3.8e-05
"545","Atrophy_Hippocampus","ADNI_MEM","NL","b","Tau to Atrophy","0",-9.7e-05,7e-05,-8e-06,4.2e-05
"546","Atrophy_Hippocampus","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-0.000128,5.6e-05,-3.9e-05,4.9e-05
"547","Atrophy_Hippocampus","ADNI_MEM","LMCI","b","Tau to Atrophy","0",-0.000211,1e-05,-9.2e-05,5.6e-05
"548","Atrophy_Hippocampus","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000134,-1.8e-05,-7.3e-05,3e-05
"549","Atrophy_Hippocampus","ADNI_EF","NL","b","Tau to Atrophy","0",-9.7e-05,7e-05,-8e-06,4.2e-05
"550","Atrophy_Hippocampus","ADNI_EF","EMCI","b","Tau to Atrophy","0",-0.000128,5.6e-05,-3.9e-05,4.9e-05
"551","Atrophy_Hippocampus","ADNI_EF","LMCI","b","Tau to Atrophy","0",-0.000211,1e-05,-9.2e-05,5.6e-05
"552","Atrophy_Hippocampus","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000134,-1.8e-05,-7.3e-05,3e-05
"553","Atrophy_Insula","ADNI_MEM","NL","b","Tau to Atrophy","0",-6.4e-05,7.4e-05,6e-06,3.6e-05
"554","Atrophy_Insula","ADNI_MEM","EMCI","b","Tau to Atrophy","0",-3e-05,8.7e-05,2.5e-05,2.9e-05
"555","Atrophy_Insula","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000236,-7.3e-05,-0.00014,4.3e-05
"556","Atrophy_Insula","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-9.3e-05,-1e-05,-4.9e-05,2.1e-05
"557","Atrophy_Insula","ADNI_EF","NL","b","Tau to Atrophy","0",-6.4e-05,7.4e-05,6e-06,3.6e-05
"558","Atrophy_Insula","ADNI_EF","EMCI","b","Tau to Atrophy","0",-3e-05,8.7e-05,2.5e-05,2.9e-05
"559","Atrophy_Insula","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000236,-7.3e-05,-0.00014,4.3e-05
"560","Atrophy_Insula","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-9.3e-05,-1e-05,-4.9e-05,2.1e-05
"561","Atrophy_LateralTemporal","ADNI_MEM","NL","b","Tau to Atrophy","0",-5.7e-05,8.9e-05,1.8e-05,3.8e-05
"562","Atrophy_LateralTemporal","ADNI_MEM","EMCI","b","Tau to Atrophy","1",-0.000161,-9e-06,-8.2e-05,3.8e-05
"563","Atrophy_LateralTemporal","ADNI_MEM","LMCI","b","Tau to Atrophy","1",-0.000397,-0.00014,-0.000261,6.3e-05
"564","Atrophy_LateralTemporal","ADNI_MEM","TOTAL","b","Tau to Atrophy","1",-0.000192,-7.5e-05,-0.000132,3.1e-05
"565","Atrophy_LateralTemporal","ADNI_EF","NL","b","Tau to Atrophy","0",-5.7e-05,8.9e-05,1.8e-05,3.8e-05
"566","Atrophy_LateralTemporal","ADNI_EF","EMCI","b","Tau to Atrophy","1",-0.000161,-9e-06,-8.2e-05,3.8e-05
"567","Atrophy_LateralTemporal","ADNI_EF","LMCI","b","Tau to Atrophy","1",-0.000397,-0.00014,-0.000261,6.3e-05
"568","Atrophy_LateralTemporal","ADNI_EF","TOTAL","b","Tau to Atrophy","1",-0.000192,-7.5e-05,-0.000132,3.1e-05
"569","Atrophy_MediatTemporal","ADNI_MEM","NL","b","Tau to Atrophy","0",-0.000104,7.8e-05,-1e-05,4.7e-05
